accident_year,development_year,paid_amount,case_reserve
2024,0.0,6822,35177
2025,0.0,74622,84946
2025,0.0,24175,60771
2025,0.0,16359,44412
2025,0.0,11876,32536
2025,0.0,32536,0
2023,2.0,2756,79369
2023,2.0,7560,71809
2023,2.0,5093,66716
2023,2.0,2383,64333
2023,2.0,5009,59324
2019,1.0,81780,156916
2019,1.0,107928,48988
2019,1.0,21374,27614
2019,1.0,5645,21969
2019,1.0,21969,0
2024,1.0,25207,46938
2024,1.0,3070,43868
2024,1.0,11122,32746
2024,1.0,32746,0
2022,2.0,93484,41253
2022,2.0,41253,0
2021,3.0,38482,118751
2021,3.0,31140,87611
2021,3.0,27833,59778
2021,3.0,27825,31953
2021,3.0,11217,20736
2021,3.0,20736,0
2021,1.0,9651,20000
2021,1.0,20000,0
2024,1.0,4342,149121
2024,1.0,27826,121295
2024,1.0,16863,104432
2024,1.0,13547,90885
2024,1.0,33844,57041
2024,1.0,32314,24727
2024,1.0,26611,64964
2024,1.0,64964,0
2019,0.0,13695,44439
2019,0.0,5465,38974
2019,0.0,16121,22853
2019,0.0,16576,6277
2019,0.0,6277,0
2022,2.0,1301,31576
2022,2.0,3198,28378
2022,2.0,4666,23712
2022,2.0,5612,18100
2022,2.0,11475,6625
2019,2.0,20963,56037
2019,2.0,26913,29124
2019,2.0,29124,0
2019,5.0,86122,109237
2019,5.0,73406,35831
2019,5.0,13348,22483
2019,5.0,18208,4275
2019,5.0,4275,0
2019,4.0,32523,45945
2019,4.0,18889,27056
2019,4.0,15819,11237
2019,4.0,5772,5465
2019,4.0,5465,0
2024,1.0,19305,39519
2024,1.0,1915,37604
2024,1.0,4688,32916
2024,1.0,6857,26059
2024,1.0,1546,24513
2020,1.0,4453,13989
2020,1.0,1242,12747
2020,1.0,6546,6201
2020,1.0,3571,2630
2022,1.0,61203,0
2024,0.0,2756,57984
2024,0.0,5714,52270
2024,0.0,7046,45224
2025,0.0,282624,180347
2024,0.0,10907,195230
2024,0.0,29941,165289
2024,0.0,9828,155461
2024,0.0,35582,119879
2024,0.0,81541,38338
2024,0.0,38338,0
2023,2.0,25172,135018
2023,2.0,73016,62002
2023,2.0,62002,0
2023,1.0,14705,68197
2023,1.0,47091,21106
2023,1.0,26495,87614
2023,1.0,9327,78287
2023,1.0,3650,74637
2023,1.0,32530,42107
2023,1.0,7966,34141
2021,1.0,54286,110819
2021,1.0,72756,38063
2021,1.0,33048,5015
2021,1.0,5015,0
2022,2.0,180756,583606
2022,2.0,583606,0
2024,0.0,23019,104649
2024,0.0,32086,72563
2024,0.0,9177,43823
2024,0.0,12287,31536
2024,0.0,7482,24054
2023,1.0,95708,0
2024,0.0,1605,11875
2024,0.0,9959,1916
2024,0.0,585,12320
2024,0.0,869,11451
2024,0.0,907,10544
2024,0.0,918,9626
2024,0.0,1496,8130
2018,2.0,22510,0
2025,0.0,21587,36360
2025,0.0,20516,15844
2025,0.0,4302,11542
2025,0.0,11542,0
2024,0.0,21853,493149
2024,0.0,162631,330518
2022,3.0,10429,27349
2022,3.0,3660,23689
2022,3.0,8348,15341
2022,3.0,15341,0
2018,0.0,566,64353
2018,0.0,3432,60921
2018,0.0,10023,50898
2018,0.0,263,50635
2018,0.0,18538,32097
2018,0.0,32097,0
2023,0.0,28813,88265
2023,0.0,7390,80875
2019,1.0,2063,8921
2019,1.0,8921,0
2018,7.0,245908,907802
2018,7.0,407180,500622
2018,7.0,54903,445719
2018,7.0,445719,0
2020,4.0,100001,0
2023,0.0,35489,26776
2023,0.0,14146,12630
2018,3.0,24575,0
2022,2.0,21021,397860
2022,2.0,391322,6538
2022,2.0,6538,0
2025,0.0,6062,38181
2025,0.0,16592,21589
2025,0.0,1875,19714
2025,0.0,5566,14148
2024,0.0,2022,9300
2024,0.0,1679,7621
2024,0.0,739,6882
2024,0.0,586,6296
2019,0.0,236332,0
2025,0.0,5601,43354
2025,0.0,2093,41261
2025,0.0,3346,37915
2025,0.0,4183,33732
2025,0.0,107,33625
2024,0.0,175045,30299
2020,5.0,47127,49828
2020,5.0,22351,27477
2020,5.0,17374,10103
2020,5.0,2211,7892
2020,5.0,7892,0
2020,3.0,67077,84622
2020,3.0,7295,77327
2020,3.0,18702,58625
2020,3.0,4580,54045
2020,3.0,29270,24775
2020,3.0,24775,0
2019,6.0,7944,744884
2019,6.0,437611,307273
2019,6.0,276803,30470
2019,6.0,30470,0
2020,4.0,68758,144704
2020,4.0,144704,0
2021,2.0,175185,0
2018,5.0,23812,153864
2018,5.0,5807,148057
2018,5.0,16796,131261
2018,5.0,57970,73291
2018,5.0,73291,0
2022,2.0,26963,71279
2022,2.0,17781,53498
2021,2.0,3788,12758
2021,2.0,2053,10705
2021,2.0,2855,7850
2021,2.0,4559,3291
2021,2.0,962,2329
2021,2.0,2329,0
2020,4.0,49288,17844
2020,4.0,15693,2151
2020,4.0,2151,0
2023,2.0,19476,222491
2023,2.0,40535,181956
2023,2.0,52847,129109
2023,2.0,122726,6383
2023,2.0,6383,0
2023,1.0,45417,67267
2023,1.0,67267,0
2023,0.0,4687,40757
2023,0.0,996,39761
2023,0.0,576,39185
2023,0.0,6621,32564
2023,0.0,12983,19581
2023,0.0,19581,0
2018,3.0,469,10911
2018,3.0,3027,7884
2018,3.0,194,7690
2018,3.0,1352,6338
2018,3.0,1619,4719
2018,3.0,4719,0
2024,1.0,2492,19649
2024,1.0,1330,18319
2024,1.0,13003,5316
2019,0.0,15196,102744
2019,0.0,27818,74926
2019,0.0,18074,56852
2019,0.0,20396,36456
2019,0.0,36456,0
2025,0.0,5264,26329
2025,0.0,16571,9758
2025,0.0,2125,7633
2020,4.0,4375,31066
2020,4.0,8926,22140
2020,4.0,7238,14902
2021,3.0,15488,9775
2021,3.0,9775,0
2018,2.0,7309,22184
2018,2.0,3270,18914
2018,2.0,13033,5881
2018,2.0,4392,1489
2018,2.0,1489,0
2020,5.0,86780,69329
2020,5.0,61824,7505
2020,5.0,7505,0
2019,2.0,11390,0
2018,7.0,1098,31469
2018,7.0,565,30904
2018,7.0,21239,9665
2018,7.0,1590,8075
2018,7.0,7337,738
2018,7.0,738,0
2018,1.0,312,61443
2018,1.0,6833,54610
2018,1.0,5955,48655
2018,1.0,4960,43695
2018,1.0,21815,21880
2019,4.0,60684,0
2024,1.0,20259,186799
2024,1.0,83675,103124
2024,1.0,30179,72945
2019,3.0,4502,32658
2019,3.0,13036,19622
2019,3.0,12483,7139
2019,3.0,1287,5852
2019,3.0,5852,0
2020,2.0,3042,37147
2020,2.0,8008,29139
2020,2.0,2105,27034
2020,2.0,5373,21661
2025,0.0,442,34388
2025,0.0,9270,25118
2025,0.0,1010,24108
2025,0.0,247,23861
2025,0.0,1078,22783
2025,0.0,1650,21133
2020,4.0,29857,17293
2020,4.0,5087,12206
2020,4.0,12206,0
2024,0.0,8124,490092
2024,0.0,187156,302936
2024,0.0,73653,229283
2024,0.0,88323,140960
2024,0.0,140960,0
2024,0.0,74069,84997
2024,0.0,84997,0
2025,0.0,1702,12910
2025,0.0,942,11968
2025,0.0,299,11669
2025,0.0,6488,5181
2025,0.0,712,4469
2019,3.0,32272,0
2021,0.0,645,23073
2021,0.0,4278,18795
2021,0.0,12137,6658
2021,0.0,6658,0
2023,0.0,42,19216
2023,0.0,1368,17848
2023,0.0,8227,9621
2023,0.0,3701,5920
2023,0.0,5920,0
2023,1.0,9480,94594
2023,1.0,67606,26988
2019,5.0,142874,0
2024,0.0,19444,163351
2024,0.0,11396,151955
2024,0.0,4084,147871
2024,0.0,53331,94540
2024,0.0,36424,58116
2021,3.0,401,36681
2021,3.0,151,36530
2021,3.0,1878,34652
2021,3.0,3322,31330
2021,3.0,3834,27496
2021,3.0,5455,22041
2023,1.0,406,21583
2023,1.0,5411,16172
2021,1.0,300461,0
2019,2.0,36004,301331
2019,2.0,256569,44762
2019,2.0,44762,0
2019,3.0,2789,52511
2019,3.0,501,52010
2019,3.0,14890,37120
2019,3.0,12032,25088
2019,3.0,25088,0
2019,1.0,24389,93994
2019,1.0,63909,30085
2019,1.0,30085,0
2025,0.0,12843,128936
2025,0.0,43340,85596
2025,0.0,23053,62543
2025,0.0,15623,46920
2023,0.0,7622,21163
2023,0.0,785,20378
2018,3.0,72040,252287
2018,3.0,67658,184629
2018,3.0,89749,94880
2018,3.0,44284,50596
2018,3.0,32982,17614
2018,3.0,17614,0
2021,0.0,72876,24966
2021,0.0,24966,0
2019,1.0,27356,0
2019,1.0,69988,89064
2019,1.0,87202,1862
2019,1.0,1862,0
2019,6.0,26363,153516
2019,6.0,18166,135350
2019,6.0,97855,37495
2019,6.0,3799,33696
2019,6.0,26284,7412
2019,6.0,7412,0
2024,1.0,2776,28384
2024,1.0,383,28001
2024,1.0,7147,20854
2024,1.0,3607,17247
2024,1.0,7624,9623
2020,1.0,4598,14309
2020,1.0,774,13535
2020,1.0,2126,11409
2020,1.0,10723,686
2020,1.0,686,0
2021,1.0,11851,31555
2021,1.0,3740,27815
2021,1.0,12795,15020
2021,1.0,10815,4205
2021,1.0,4205,0
2024,0.0,3200,16265
2024,0.0,10074,6191
2025,0.0,16707,83123
2025,0.0,8084,75039
2025,0.0,2442,72597
2025,0.0,36660,35937
2025,0.0,9064,26873
2021,0.0,11828,9631
2021,0.0,9631,0
2022,3.0,10171,10670
2022,3.0,10670,0
2020,5.0,402,11702
2020,5.0,7815,3887
2020,5.0,3887,0
2023,1.0,18011,31903
2023,1.0,1418,30485
2023,1.0,11231,19254
2023,1.0,19254,0
2023,2.0,4172,88467
2023,2.0,20973,67494
2023,2.0,24747,42747
2023,2.0,20710,22037
2023,2.0,11646,10391
2023,2.0,10391,0
2022,1.0,22707,17837
2022,1.0,17837,0
2022,2.0,22451,62181
2022,2.0,6204,55977
2022,2.0,49032,6945
2022,2.0,6945,0
2020,5.0,56454,95648
2020,5.0,18384,77264
2020,5.0,48584,28680
2020,5.0,12274,16406
2020,5.0,16406,0
2019,2.0,10786,20394
2019,2.0,20394,0
2020,4.0,46926,0
2018,2.0,21326,93488
2018,2.0,22659,70829
2018,2.0,14795,56034
2018,2.0,9041,46993
2018,2.0,40356,6637
2018,2.0,6637,0
2021,4.0,4751,29266
2021,4.0,19601,9665
2021,4.0,9665,0
2025,0.0,58884,6608
2020,0.0,12257,0
2019,0.0,23127,0
2019,1.0,90219,150733
2019,1.0,50495,100238
2019,1.0,65318,34920
2019,1.0,34920,0
2025,0.0,9041,33327
2025,0.0,11745,21582
2025,0.0,8694,12888
2025,0.0,8333,4555
2025,0.0,4555,0
2019,4.0,10289,205012
2019,4.0,90108,114904
2019,4.0,39189,75715
2019,4.0,7566,68149
2019,4.0,46609,21540
2020,1.0,10393,123677
2020,1.0,4618,119059
2020,1.0,18439,100620
2020,1.0,8570,92050
2020,1.0,1204,90846
2020,1.0,10851,79995
2021,2.0,12078,59923
2021,2.0,2908,57015
2021,2.0,6676,50339
2021,2.0,50339,0
2021,2.0,5745,91293
2021,2.0,12559,78734
2021,2.0,11120,67614
2021,2.0,23461,44153
2021,2.0,7686,36467
2021,2.0,36467,0
2020,1.0,4878,11867
2020,1.0,4670,7197
2020,1.0,4396,2801
2020,1.0,2801,0
2022,3.0,27292,299093
2022,3.0,9995,289098
2022,3.0,45378,243720
2022,3.0,45188,198532
2022,3.0,41804,156728
2018,0.0,3912,1552
2018,0.0,1461,91
2018,0.0,91,0
2021,4.0,10268,41672
2021,4.0,41672,0
2023,1.0,1613,39702
2023,1.0,4342,35360
2023,1.0,4980,30380
2021,3.0,767,59036
2021,3.0,899,58137
2021,3.0,11486,46651
2021,3.0,26536,20115
2021,3.0,11297,8818
2021,3.0,8818,0
2021,3.0,4402,38638
2021,3.0,31721,6917
2021,3.0,6917,0
2018,7.0,13118,47300
2018,7.0,1747,45553
2018,7.0,44666,887
2018,7.0,887,0
2025,0.0,2177,167235
2025,0.0,87072,80163
2025,0.0,37327,42836
2025,0.0,12615,30221
2019,1.0,2456,40786
2019,1.0,17776,23010
2019,1.0,5106,17904
2019,1.0,7009,10895
2019,1.0,10895,0
2019,5.0,8593,0
2024,1.0,4758,28523
2024,1.0,6966,21557
2024,1.0,2797,18760
2025,0.0,4064,66504
2025,0.0,25636,40868
2025,0.0,3577,37291
2024,0.0,2882,43252
2024,0.0,6582,36670
2024,0.0,11796,24874
2024,0.0,2384,22490
2024,0.0,8698,13792
2024,0.0,6581,7211
2019,2.0,57211,305872
2019,2.0,19653,286219
2019,2.0,40492,245727
2019,2.0,88257,157470
2019,2.0,136404,21066
2019,2.0,21066,0
2023,1.0,9193,189201
2023,1.0,73618,115583
2024,0.0,311,85188
2024,0.0,5960,79228
2024,0.0,6552,72676
2024,0.0,2049,70627
2024,0.0,11087,59540
2024,0.0,5343,54197
2023,2.0,61411,90046
2023,2.0,64277,25769
2020,0.0,2764,21392
2020,0.0,1258,20134
2020,0.0,11065,9069
2020,0.0,6203,2866
2020,0.0,2415,451
2020,0.0,451,0
2023,2.0,1503,18888
2023,2.0,281,18607
2023,2.0,3480,15127
2023,2.0,2288,12839
2023,2.0,3390,9449
2021,4.0,17767,26711
2021,4.0,26711,0
2022,1.0,9245,137890
2022,1.0,17801,120089
2022,1.0,5406,114683
2022,1.0,8632,106051
2019,6.0,16973,29240
2019,6.0,23249,5991
2019,6.0,5991,0
2021,2.0,106663,0
2021,0.0,6327,230526
2021,0.0,106919,123607
2018,0.0,5806,148852
2018,0.0,12864,135988
2018,0.0,24889,111099
2018,0.0,5295,105804
2018,0.0,9950,95854
2018,0.0,38709,57145
2023,0.0,520,39597
2023,0.0,6058,33539
2023,0.0,4400,29139
2023,0.0,13536,15603
2023,0.0,15603,0
2022,2.0,11146,156992
2022,2.0,5142,151850
2022,2.0,14290,137560
2022,2.0,15428,122132
2022,1.0,12985,89988
2022,1.0,1334,88654
2022,1.0,3602,85052
2022,1.0,18024,67028
2024,1.0,32515,38349
2024,1.0,7356,30993
2024,1.0,10145,20848
2024,1.0,11029,9819
2019,3.0,10153,91192
2019,3.0,9475,81717
2019,3.0,19848,61869
2019,3.0,24921,36948
2019,3.0,15587,21361
2019,3.0,21361,0
2019,1.0,6905,21984
2019,1.0,4877,17107
2019,1.0,4015,13092
2019,1.0,7980,5112
2019,1.0,5112,0
2022,3.0,77746,571594
2022,3.0,512960,58634
2022,3.0,58634,0
2024,0.0,32874,214501
2024,0.0,30755,183746
2024,0.0,23766,159980
2024,0.0,25363,134617
2024,1.0,66422,95736
2024,1.0,35726,60010
2024,1.0,17038,42972
2024,1.0,11546,31426
2024,1.0,30403,1023
2024,1.0,1023,0
2023,2.0,79173,21661
2023,2.0,21661,0
2021,4.0,27375,168790
2021,4.0,37972,130818
2021,4.0,82590,48228
2021,4.0,48228,0
2023,1.0,6521,9783
2023,1.0,217,9566
2023,1.0,5053,4513
2023,1.0,414,4099
2023,1.0,1990,2109
2023,1.0,2109,0
2022,2.0,13926,30436
2020,1.0,22429,26930
2020,1.0,26930,0
2025,0.0,1521,19411
2025,0.0,1819,17592
2025,0.0,5035,12557
2021,4.0,149653,0
2021,4.0,5873,52542
2021,4.0,10038,42504
2021,4.0,1679,40825
2021,4.0,7083,33742
2020,2.0,28097,57898
2020,2.0,20228,37670
2020,2.0,13264,24406
2020,2.0,1169,23237
2020,2.0,5573,17664
2020,2.0,17664,0
2024,1.0,7522,8659
2024,1.0,2704,5955
2024,1.0,1334,4621
2023,0.0,51935,74138
2023,0.0,23103,51035
2023,0.0,5827,45208
2023,0.0,4172,41036
2023,0.0,2047,38989
2022,3.0,3823,276272
2022,3.0,4937,271335
2022,3.0,42080,229255
2022,3.0,170230,59025
2020,3.0,1811,13233
2020,3.0,1549,11684
2020,3.0,644,11040
2020,3.0,175,10865
2020,3.0,5311,5554
2020,3.0,5554,0
2023,2.0,84194,18317
2023,2.0,18317,0
2021,4.0,76862,47709
2021,4.0,12511,35198
2021,4.0,38,35160
2021,4.0,31776,3384
2021,4.0,3384,0
2020,1.0,6675,23130
2020,1.0,431,22699
2020,1.0,16481,6218
2020,1.0,4950,1268
2020,1.0,1268,0
2024,1.0,20415,18120
2024,1.0,5032,13088
2024,1.0,2046,11042
2024,1.0,8748,2294
2024,1.0,1464,830
2024,1.0,830,0
2024,0.0,285453,0
2019,1.0,11902,71933
2019,1.0,1468,70465
2019,1.0,57734,12731
2019,1.0,5667,7064
2019,1.0,7064,0
2020,4.0,63176,129734
2020,4.0,11779,117955
2020,4.0,32761,85194
2020,4.0,28846,56348
2020,4.0,52736,3612
2020,4.0,3612,0
2023,0.0,21332,21588
2023,0.0,21588,0
2018,6.0,24331,0
2021,4.0,2740,40609
2021,4.0,10481,30128
2021,4.0,2302,27826
2021,4.0,14077,13749
2021,4.0,4681,9068
2022,1.0,10698,111823
2022,1.0,66851,44972
2022,1.0,42737,2235
2022,1.0,2235,0
2023,1.0,2577,26611
2023,1.0,3690,22921
2023,1.0,3533,19388
2022,0.0,31066,158915
2022,0.0,56593,102322
2022,0.0,16932,85390
2022,0.0,39551,45839
2022,0.0,31517,14322
2022,0.0,14322,0
2020,1.0,192496,0
2024,1.0,31564,61709
2024,1.0,76520,19875
2019,5.0,25058,111471
2019,5.0,36138,75333
2019,5.0,35745,39588
2019,5.0,11077,28511
2019,5.0,28511,0
2024,1.0,150353,0
2019,3.0,4805,364321
2019,3.0,269704,94617
2019,3.0,94617,0
2020,2.0,1627,43939
2020,2.0,3750,40189
2020,2.0,15360,24829
2020,2.0,18093,6736
2020,2.0,5063,1673
2020,2.0,1673,0
2024,0.0,22517,66628
2018,0.0,7403,135435
2018,0.0,25053,110382
2018,0.0,48443,61939
2018,0.0,15559,46380
2018,0.0,46380,0
2020,0.0,12161,21526
2020,0.0,3336,18190
2020,0.0,1806,16384
2020,0.0,11484,4900
2020,0.0,4900,0
2023,2.0,38367,47472
2025,0.0,2845,85605
2025,0.0,3741,81864
2025,0.0,6140,75724
2025,0.0,1328,74396
2025,0.0,4017,70379
2025,0.0,426,69953
2021,3.0,7477,66245
2021,3.0,42793,23452
2021,3.0,23452,0
2024,1.0,2377,95132
2024,1.0,11324,83808
2024,1.0,6423,77385
2024,1.0,33830,43555
2024,1.0,12930,30625
2024,1.0,30625,0
2020,1.0,12470,168765
2020,1.0,9515,159250
2020,1.0,6700,152550
2020,1.0,12033,140517
2021,4.0,850,41199
2021,4.0,41199,0
2019,6.0,223136,0
2025,0.0,26131,83369
2025,0.0,6205,77164
2025,0.0,18165,58999
2022,0.0,550,32809
2022,0.0,1316,31493
2022,0.0,5899,25594
2022,0.0,8694,16900
2022,0.0,11144,5756
2022,0.0,5756,0
2019,6.0,32031,434232
2019,6.0,138414,295818
2019,6.0,9864,285954
2019,6.0,102120,183834
2019,6.0,179936,3898
2019,6.0,3898,0
2025,0.0,2626,66280
2025,0.0,9287,56993
2025,0.0,2204,54789
2025,0.0,10491,44298
2022,0.0,814,59523
2022,0.0,3270,56253
2022,0.0,9368,46885
2022,0.0,20911,25974
2025,0.0,48632,116257
2025,0.0,10028,106229
2025,0.0,10547,95682
2025,0.0,65914,29768
2025,0.0,29768,0
2022,3.0,49914,78907
2022,3.0,10739,68168
2022,3.0,22891,45277
2022,3.0,45277,0
2022,2.0,1098,58307
2022,2.0,4116,54191
2022,2.0,4756,49435
2022,2.0,1636,47799
2022,2.0,2289,45510
2021,0.0,165015,0
2020,4.0,64214,183844
2020,4.0,183844,0
2021,2.0,189169,0
2021,0.0,1166,15651
2021,0.0,6611,9040
2021,0.0,5051,3989
2021,0.0,3989,0
2023,2.0,162833,93968
2023,2.0,83966,10002
2023,2.0,10002,0
2023,1.0,97351,64053
2023,2.0,38283,54928
2023,2.0,27148,27780
2020,1.0,44486,65892
2020,1.0,27988,37904
2020,1.0,37904,0
2023,0.0,1542,15606
2023,0.0,2080,13526
2023,0.0,1332,12194
2023,0.0,2609,9585
2023,0.0,1299,8286
2023,0.0,8286,0
2025,0.0,610,1694
2025,0.0,424,1270
2025,0.0,545,725
2025,0.0,346,379
2025,0.0,190,189
2025,0.0,189,0
2024,0.0,6298,356874
2024,0.0,4619,352255
2024,0.0,24629,327626
2024,0.0,288519,39107
2024,0.0,39107,0
2021,1.0,274606,0
2020,3.0,85075,75662
2020,3.0,46426,29236
2020,3.0,29236,0
2022,0.0,13893,78708
2022,0.0,6331,72377
2022,0.0,5060,67317
2022,0.0,11765,55552
2022,0.0,987,54565
2025,0.0,1338,19043
2025,0.0,3927,15116
2025,0.0,682,14434
2025,0.0,801,13633
2025,0.0,2427,11206
2025,0.0,789,10417
2021,0.0,1098,8424
2021,0.0,4438,3986
2021,0.0,404,3582
2021,0.0,985,2597
2021,0.0,2597,0
2018,3.0,8681,48700
2018,3.0,5654,43046
2018,3.0,14505,28541
2018,3.0,28541,0
2020,2.0,28972,56277
2020,2.0,40204,16073
2020,2.0,2600,13473
2020,2.0,13473,0
2024,1.0,31048,348696
2024,1.0,162839,185857
2024,1.0,117231,68626
2021,1.0,74580,154897
2021,1.0,83276,71621
2021,1.0,71621,0
2019,3.0,25437,68976
2019,3.0,26990,41986
2019,3.0,10984,31002
2021,2.0,1971,9687
2021,2.0,1189,8498
2021,2.0,268,8230
2021,2.0,1015,7215
2021,2.0,2198,5017
2021,2.0,3546,1471
2025,0.0,3310,42574
2025,0.0,4384,38190
2025,0.0,1352,36838
2025,0.0,317,36521
2025,0.0,6224,30297
2024,0.0,9179,45945
2024,0.0,612,45333
2024,0.0,9831,35502
2024,0.0,4356,31146
2024,0.0,7769,23377
2024,0.0,3543,19834
2025,0.0,2575,181380
2025,0.0,15149,166231
2025,0.0,13757,152474
2025,0.0,11709,140765
2025,0.0,299,140466
2018,6.0,5675,0
2024,1.0,34102,43046
2024,1.0,18259,24787
2019,0.0,5106,17014
2019,0.0,8966,8048
2019,0.0,8048,0
2020,1.0,741,15798
2020,1.0,4190,11608
2020,1.0,4982,6626
2020,1.0,749,5877
2020,1.0,5877,0
2024,1.0,67198,329252
2024,1.0,4410,324842
2024,1.0,90835,234007
2021,2.0,22397,18208
2019,4.0,33655,0
2022,3.0,87938,0
2023,0.0,24206,71282
2023,0.0,17955,53327
2020,1.0,14352,36275
2020,1.0,10439,25836
2019,5.0,49791,130424
2019,5.0,53444,76980
2019,5.0,76980,0
2020,1.0,77484,339315
2020,1.0,35517,303798
2020,1.0,55066,248732
2020,1.0,248732,0
2022,2.0,119492,0
2020,0.0,26486,39162
2018,6.0,957,65091
2018,6.0,19081,46010
2018,6.0,37740,8270
2018,6.0,8270,0
2022,1.0,1404,141168
2022,1.0,30674,110494
2022,1.0,110494,0
2024,0.0,19385,26942
2024,0.0,8671,18271
2024,0.0,11974,6297
2024,0.0,6297,0
2024,1.0,7267,80821
2024,1.0,955,79866
2024,1.0,13002,66864
2024,1.0,4499,62365
2022,3.0,67223,67446
2022,3.0,35933,31513
2022,3.0,15141,16372
2023,0.0,9474,58690
2023,0.0,34350,24340
2023,0.0,10021,14319
2023,0.0,2071,12248
2023,0.0,4100,8148
2023,0.0,8148,0
2020,5.0,51,10616
2020,5.0,595,10021
2020,5.0,2908,7113
2020,5.0,2511,4602
2020,5.0,2700,1902
2020,5.0,1902,0
2019,5.0,18051,20601
2019,5.0,20601,0
2019,2.0,956,37789
2019,2.0,2274,35515
2019,2.0,16378,19137
2019,2.0,16581,2556
2019,2.0,2556,0
2023,0.0,58445,38450
2023,0.0,19298,19152
2020,3.0,10135,700365
2020,3.0,209738,490627
2020,3.0,184233,306394
2020,3.0,306394,0
2024,0.0,62430,134785
2024,0.0,10150,124635
2024,0.0,8546,116089
2024,0.0,7499,108590
2024,0.0,15199,93391
2018,5.0,5901,20879
2018,5.0,336,20543
2018,5.0,18157,2386
2018,5.0,2386,0
2019,3.0,116848,302075
2019,3.0,182177,119898
2019,3.0,119898,0
2023,0.0,8101,137931
2023,0.0,34577,103354
2023,0.0,12486,90868
2023,0.0,5746,85122
2023,0.0,85122,0
2023,2.0,14511,519336
2023,2.0,131613,387723
2023,2.0,253827,133896
2023,2.0,133896,0
2021,4.0,8756,2062
2020,5.0,85847,0
2024,1.0,32689,49565
2024,1.0,8928,40637
2022,1.0,28890,237010
2022,1.0,29553,207457
2022,1.0,12639,194818
2022,1.0,714,194104
2022,1.0,4079,190025
2025,0.0,484,31215
2025,0.0,4598,26617
2025,0.0,2305,24312
2025,0.0,5410,18902
2025,0.0,2908,15994
2025,0.0,2736,13258
2023,0.0,40258,26166
2023,0.0,1445,24721
2023,0.0,21267,3454
2023,0.0,3454,0
2024,0.0,4538,8318
2024,0.0,1048,7270
2024,0.0,6767,503
2024,0.0,503,0
2023,2.0,35990,80045
2023,2.0,45063,34982
2023,2.0,13321,21661
2020,1.0,2128,16032
2020,1.0,4514,11518
2020,1.0,229,11289
2020,1.0,6119,5170
2020,1.0,2677,2493
2020,1.0,2493,0
2023,0.0,189701,0
2020,0.0,26343,41003
2020,0.0,11330,29673
2020,0.0,29673,0
2024,1.0,2075,40125
2024,1.0,5074,35051
2024,1.0,5187,29864
2024,0.0,16067,754550
2024,0.0,14665,739885
2024,0.0,160899,578986
2024,0.0,6717,2388
2024,0.0,2388,0
2018,2.0,25963,44420
2018,2.0,11431,32989
2018,2.0,7835,25154
2018,2.0,10264,14890
2018,2.0,14890,0
2024,1.0,16243,79424
2024,1.0,10974,68450
2024,1.0,2728,65722
2024,1.0,277,41356
2024,1.0,2235,39121
2024,1.0,1803,37318
2024,1.0,2801,34517
2024,1.0,8249,26268
2024,1.0,225,26043
2018,3.0,28157,17195
2018,3.0,10236,6959
2018,3.0,6182,777
2018,3.0,777,0
2022,2.0,12908,34345
2022,2.0,19031,15314
2022,2.0,2173,13141
2022,2.0,6159,6982
2022,2.0,762,6220
2022,2.0,6220,0
2024,1.0,3151,45632
2024,1.0,2320,43312
2024,1.0,9950,33362
2024,1.0,453,32909
2024,1.0,11251,21658
2024,1.0,16400,5258
2020,5.0,25729,18413
2020,5.0,3647,14766
2020,5.0,4603,10163
2020,5.0,6509,3654
2020,5.0,3654,0
2019,3.0,25279,0
2018,2.0,179420,250467
2018,2.0,70750,179717
2018,2.0,16988,162729
2018,2.0,162729,0
2020,1.0,10272,21604
2020,1.0,190,21414
2020,1.0,7184,14230
2020,1.0,5039,9191
2020,1.0,9191,0
2023,1.0,57585,11732
2023,1.0,11732,0
2024,1.0,5928,64775
2024,1.0,13281,51494
2024,1.0,2914,48580
2024,1.0,10557,38023
2024,1.0,3667,34356
2024,1.0,15310,19046
2023,2.0,4678,99730
2023,2.0,164,99566
2023,2.0,77339,22227
2019,5.0,78417,16050
2019,5.0,16050,0
2024,1.0,2790,63297
2024,1.0,28926,34371
2024,1.0,15628,18743
2024,1.0,15919,2824
2024,1.0,2824,0
2021,2.0,6865,29321
2021,2.0,29321,0
2024,0.0,5336,25086
2024,0.0,9024,16062
2019,5.0,2267,49942
2019,5.0,30731,19211
2019,5.0,19211,0
2025,0.0,2746,9248
2025,0.0,423,8825
2025,0.0,1167,7658
2025,0.0,3026,4632
2025,0.0,1452,3180
2021,1.0,1205,22696
2021,1.0,2279,20417
2021,1.0,13066,7351
2021,1.0,2988,4363
2021,1.0,4363,0
2020,4.0,7952,8865
2020,4.0,8865,0
2021,4.0,175,11513
2021,4.0,1838,9675
2021,4.0,1659,8016
2021,4.0,3545,4471
2021,4.0,3625,846
2021,4.0,846,0
2022,2.0,27191,66944
2022,2.0,31694,35250
2022,2.0,7699,27551
2022,2.0,2056,25495
2022,2.0,4852,20643
2022,2.0,20643,0
2021,0.0,27915,0
2024,0.0,3296,6481
2025,0.0,9329,88693
2025,0.0,7508,81185
2025,0.0,39745,41440
2025,0.0,35853,5587
2025,0.0,5587,0
2018,1.0,4233,100527
2018,1.0,9671,90856
2018,1.0,5282,85574
2018,1.0,49316,36258
